Mod:Item:MetaData, Localized Name
rftools:creative_screen, Creative Screen
rftools:screen_controller, Screen Controller
rftools:redstone_transmitter_block, Redstone Transmitter
rftools:redstone_receiver_block, Redstone Receiver
rftools:sequencer_block, Sequencer
rftools:counter_block, Counter
rftools:logic_block, Logic Gate
rftools:invchecker_block, Inventory Checker
rftools:sensor_block, Sensor
rftools:analog_block, Analog
rftools:digit_block, Digit
rftools:wire_block, Wire
rftools:timer_block, Timer
rftools:machine_infuser, Machine Infuser
rftools:space_chamber, Space Chamber Corner Block
rftools:space_chamber_controller, Space Chamber Controller Block
rftools:support_block, Support Block
rftools:builder, Builder
rftools:composer, Composer
rftools:locator, Locator
rftools:projector, Projector
rftools:scanner, Scanner
rftools:remote_scanner, Remote Scanner
rftools:powercell, Powercell
rftools:powercell_advanced, Advanced Powercell
rftools:powercell_creative, Creative Powercell
rftools:powercell_simple, Simple Powercell
rftools:relay, Power Relay
rftools:rf_monitor, RF Monitor
rftools:liquid_monitor, Liquid Monitor
rftools:shield_block1, Shield Projector Tier 1
rftools:shield_block2, Shield Projector Tier 2
rftools:shield_block3, Shield Projector Tier 3
rftools:shield_block4, Shield Projector Tier 4
rftools:invisible_shield_block, Invisible Shield Block
rftools:notick_invisible_shield_block, Invisible Shield Block
rftools:invisible_shield_block_opaque, Invisible Shield Block
rftools:notick_invisible_shield_block_opaque, Invisible Shield Block
rftools:shield_template_block:0, Shield Template
rftools:shield_template_block:1, Shield Template
rftools:shield_template_block:2, Shield Template
rftools:shield_template_block:3, Shield Template
rftools:solid_shield_block, Solid Shield Block
rftools:notick_solid_shield_block, Solid Shield Block
rftools:camo_shield_block, Camo Shield Block
rftools:notick_camo_shield_block, Camo Shield Block
rftools:solid_shield_block_opaque, Solid Shield Block
rftools:notick_solid_shield_block_opaque, Solid Shield Block
rftools:camo_shield_block_opaque, Camo Shield Block
rftools:notick_camo_shield_block_opaque, Camo Shield Block
rftools:environmental_controller, Environmental Controller
rftools:spawner, Spawner
rftools:matter_beamer, Matter Beamer
rftools:block_protector, Block Protector
rftools:item_filter, Item Filter
rftools:security_manager, Security Manager
rftools:endergenic, Endergenic Generator
rftools:pearl_injector, Pearl Injector
rftools:ender_monitor, Ender Monitor
rftools:storage_scanner, Storage Scanner
rftools:elevator, Elevator
rftools:booster, Booster
superfactorymanager:cable_relay:0, Inventory Relay
superfactorymanager:cable_relay:8, Advanced Inventory Relay
superfactorymanager:cable_intake:0, Item Valve
superfactorymanager:cable_intake:8, Rapid Item Valve
superfactorymanager:cable_cluster:0, Cable Cluster
superfactorymanager:cable_cluster:8, Advanced Cable Cluster
superfactorymanager:cable_camouflage:0, Cable Camouflage
superfactorymanager:cable_camouflage:1, Double Sided Cable Camouflage
superfactorymanager:cable_camouflage:2, Transforming Cable Camouflage
superfactorymanager:manager, Machine Inventory Manager
superfactorymanager:cable, Inventory Cable
superfactorymanager:cable_output, Redstone Emitter
superfactorymanager:cable_input, Redstone Receiver
superfactorymanager:cable_bud, Block Detector
superfactorymanager:cable_breaker, Block Gate
superfactorymanager:cable_sign, Sign Updater
superfactorymanager:disk, Memory Disc
yabba:item_barrel, Item Barrel
yabba:item_barrel_connector, Item Barrel Connector
yabba:antibarrel, AntiBarrel
yabba:decorative_block, Decorative Block
yabba:upgrade_blank, Blank Barrel Upgrade
yabba:upgrade_iron_tier, Iron Tier
yabba:upgrade_gold_tier, Gold Tier
yabba:upgrade_diamond_tier, Diamond Tier
yabba:upgrade_star_tier, Infinite Capacity
yabba:upgrade_creative, Creative Barrel
yabba:upgrade_obsidian_shell, Obsidian Shell
yabba:upgrade_redstone_out, Redstone Output
yabba:upgrade_hopper, Hopper
yabba:upgrade_void, Void Items
yabba:upgrade_pickup, Collect Pickups
yabba:upgrade_smelting, Item Smelting
yabba:hammer, Barrel Hammer
yabba:painter, Barrel Painter
yabba:wrench, Barrel Wrench
embers:block_caminite_brick_slab, Caminite Brick Slab
embers:ashen_stone_slab, Ashen Stone Slab
embers:ashen_brick_slab, Ashen Brick Slab
embers:ashen_tile_slab, Ashen Tile Slab
embers:ingot_copper, Copper Ingot
embers:ingot_lead, Lead Ingot
embers:ingot_silver, Silver Ingot
embers:ingot_dawnstone, Dawnstone Ingot
embers:nugget_copper, Copper Nugget
embers:nugget_lead, Lead Nugget
embers:nugget_silver, Silver Nugget
embers:nugget_dawnstone, Dawnstone Nugget
embers:plate_copper, Copper Plate
embers:plate_lead, Lead Plate
embers:plate_silver, Silver Plate
embers:plate_dawnstone, Dawnstone Plate
embers:plate_iron, Iron Plate
embers:plate_gold, Gold Plate
embers:brick_caminite, Caminite Brick
embers:blend_caminite, Caminite Blend
embers:plate_caminite, Caminite Plate
embers:plate_caminite_raw, Raw Caminite Plate
embers:tinker_hammer, Tinker's Hammer
embers:stamp_bar, Bar Stamp
embers:stamp_flat, Flat Stamp
embers:stamp_plate, Plate Stamp
embers:stamp_gear, Gear Stamp
embers:stamp_bar_raw, Raw Bar Stamp
embers:stamp_flat_raw, Raw Flat Stamp
embers:stamp_plate_raw, Raw Plate Stamp
embers:stamp_gear_raw, Raw Gear Stamp
embers:ember_detector, Atmospheric Gauge
embers:dust_ember, Ember Grit
embers:shard_ember, Ember Shard
embers:crystal_ember, Ember Crystal
embers:pickaxe_copper, Copper Pickaxe
embers:axe_copper, Copper Axe
embers:shovel_copper, Copper Shovel
embers:hoe_copper, Copper Hoe
embers:sword_copper, Copper Sword
embers:pickaxe_silver, Silver Pickaxe
embers:axe_silver, Silver Axe
embers:shovel_silver, Silver Shovel
embers:hoe_silver, Silver Hoe
embers:sword_silver, Silver Sword
embers:pickaxe_lead, Lead Pickaxe
embers:axe_lead, Lead Axe
embers:shovel_lead, Lead Shovel
embers:hoe_lead, Lead Hoe
embers:sword_lead, Lead Sword
embers:pickaxe_dawnstone, Dawnstone Pickaxe
embers:axe_dawnstone, Dawnstone Axe
embers:shovel_dawnstone, Dawnstone Shovel
embers:hoe_dawnstone, Dawnstone Hoe
embers:sword_dawnstone, Dawnstone Sword
embers:ember_jar:0, Mantle Jar
embers:ember_jar:0, Mantle Jar
embers:ember_cartridge:0, Mantle Cartridge
embers:ember_cartridge:0, Mantle Cartridge
embers:ignition_cannon, Blazing Ray
embers:staff_ember, Cinder Staff
embers:axe_clockwork, Clockwork Battleaxe
embers:pickaxe_clockwork, Clockwork Pickaxe
embers:grandhammer, Grandhammer
embers:dust_ash, Ash Pile
embers:aspectus_iron, Iron Aspectus
embers:aspectus_copper, Copper Aspectus
embers:aspectus_lead, Lead Aspectus
embers:aspectus_silver, Silver Aspectus
embers:aspectus_dawnstone, Dawnstone Aspectus
embers:alchemic_waste, Alchemical Waste
embers:ashen_cloak_head, Ashen Goggles
embers:ashen_cloak_chest, Ashen Cloak
embers:ashen_cloak_legs, Ashen Leggings
embers:ashen_cloak_boots, Ashen Boots
embers:inflictor_gem, Inflictor Gem
embers:glimmer_shard, Glimmer Crystal
embers:glimmer_lamp, Glimmer Lamp
embers:ashen_cloth, Ashen Fabric
embers:archaic_brick, Archaic Brick
embers:ancient_motive_core, Ancient Motive Core
embers:isolated_materia, Isolated Materia
embers:tyrfing, Tyrfing
embers:adhesive, Adhesive
embers:ember_cluster, Ember Crystal Cluster
embers:wildfire_core, Wildfire Core
embers:codex, Ancient Codex
embers:superheater, Superheater
embers:jet_augment, Cinder Jet
embers:blasting_core, Blasting Core
embers:caster_orb, Caster Orb
embers:resonating_bell, Resonating Bell
embers:flame_barrier, Flame Barrier
embers:eldritch_insignia, Eldritch Insignia
embers:intelligent_apparatus, Intelligent Apparatus
embers:archaic_circuit, Archaic Circuit
embers:dust_metallurgic, Metallurgic Dust
embers:diffraction_barrel, Diffraction Barrel
embers:focal_lens, Focal Lens
embers:tinker_lens, Tinker's Lens
embers:anti_tinker_lens, Smoky Tinker's Lens
embers:shifting_scales, Shifting Scales
embers:winding_gears, Winding Gears
embers:creative_heat, Creative Heat Modifier
embers:ingot_aluminum, Aluminium Ingot
embers:plate_aluminum, Aluminium Plate
embers:nugget_aluminum, Aluminium Nugget
embers:pickaxe_aluminum, Aluminium Pickaxe
embers:axe_aluminum, Aluminium Axe
embers:shovel_aluminum, Aluminium Shovel
embers:sword_aluminum, Aluminium Sword
embers:hoe_aluminum, Aluminium Hoe
embers:ingot_bronze, Bronze Ingot
embers:plate_bronze, Bronze Plate
embers:nugget_bronze, Bronze Nugget
embers:pickaxe_bronze, Bronze Pickaxe
embers:axe_bronze, Bronze Axe
embers:shovel_bronze, Bronze Shovel
embers:sword_bronze, Bronze Sword
embers:hoe_bronze, Bronze Hoe
embers:ingot_electrum, Electrum Ingot
embers:plate_electrum, Electrum Plate
embers:nugget_electrum, Electrum Nugget
embers:pickaxe_electrum, Electrum Pickaxe
embers:axe_electrum, Electrum Axe
embers:shovel_electrum, Electrum Shovel
embers:sword_electrum, Electrum Sword
embers:hoe_electrum, Electrum Hoe
embers:ingot_nickel, Nickel Ingot
embers:plate_nickel, Nickel Plate
embers:nugget_nickel, Nickel Nugget
embers:pickaxe_nickel, Nickel Pickaxe
embers:axe_nickel, Nickel Axe
embers:shovel_nickel, Nickel Shovel
embers:sword_nickel, Nickel Sword
embers:hoe_nickel, Nickel Hoe
embers:ingot_tin, Tin Ingot
embers:plate_tin, Tin Plate
embers:nugget_tin, Tin Nugget
embers:pickaxe_tin, Tin Pickaxe
embers:axe_tin, Tin Axe
embers:shovel_tin, Tin Shovel
embers:sword_tin, Tin Sword
embers:hoe_tin, Tin Hoe
embers:ember_ring, Ember Ring
embers:ember_belt, Ember Belt
embers:ember_amulet, Ember Amulet
embers:ember_bulb:0, Mantle Bulb
embers:ember_bulb:0, Mantle Bulb
embers:dawnstone_mail, Dawnstone Mail
embers:ashen_amulet, Ashen Amulet
embers:nonbeliever_amulet, Amulet of the Heretic
embers:explosion_charm, Explosion Charm
embers:block_copper, Copper Block
embers:block_lead, Lead Block
embers:block_silver, Silver Block
embers:block_dawnstone, Dawnstone Block
embers:ore_copper, Copper Ore
embers:ore_lead, Lead Ore
embers:ore_silver, Silver Ore
embers:block_caminite_brick, Caminite Bricks
embers:block_caminite_brick_slab_double, Caminite Brick Double Slab
embers:stairs_caminite_brick, Caminite Brick Stairs
embers:wall_caminite_brick, Caminite Brick Wall
embers:block_tank, Fluid Tank
embers:pipe, Fluid Pipe
embers:pump, Fluid Extractor
embers:block_furnace, Melter
embers:ember_receiver, Ember Receptor
embers:ember_emitter, Ember Emitter
embers:copper_cell:0, Copper Cell
embers:copper_cell:0, Copper Cell
embers:item_pipe, Item Pipe
embers:item_pump, Item Extractor
embers:bin, Bin
embers:stamper, Stamper
embers:stamper_base, Stamp Base
embers:ember_bore, Ember Bore
embers:mech_accessor, Machine Accessor
embers:mech_core, Mechanical Core
embers:ember_activator, Ember Activator
embers:stone_edge, Caminite Ring
embers:mixer, Mixer Centrifuge
embers:heat_coil, Hearth Coil
embers:item_dropper, Item Dropper
embers:large_tank, Reservoir
embers:ember_gauge, Ember Dial
embers:fluid_gauge, Fluid Dial
embers:block_lantern, Ember Lantern
embers:beam_splitter, Beam Splitter
embers:ember_relay, Ember Relay
embers:crystal_cell, Crystal Cell
embers:charger, Copper Charger
embers:ashen_stone, Ashen Stone
embers:ashen_stone_slab_double, Ashen Stone Double Slab
embers:stairs_ashen_stone, Ashen Stone Stairs
embers:wall_ashen_stone, Ashen Stone Wall
embers:ashen_brick, Ashen Brick
embers:ashen_brick_slab_double, Ashen Brick Double Slab
embers:stairs_ashen_brick, Ashen Brick Stairs
embers:wall_ashen_brick, Ashen Brick Wall
embers:ashen_tile, Ashen Tile
embers:ashen_tile_slab_double, Ashen Tile Double Slab
embers:stairs_ashen_tile, Ashen Tile Stairs
embers:wall_ashen_tile, Ashen Tile Wall
embers:cinder_plinth, Cinder Plinth
embers:alchemy_pedestal, Alchemy Pedestal
embers:alchemy_tablet, Exchange Tablet
embers:item_transfer, Item Transfer
embers:beam_cannon, Beam Cannon
embers:archaic_bricks, Archaic Bricks
embers:archaic_edge, Archaic Edge
embers:archaic_tile, Archaic Tile
embers:archaic_light, Archaic Light
embers:dawnstone_anvil, Dawnstone Anvil
embers:auto_hammer, Automatic Hammer
embers:ore_quartz, Quartz Ore
embers:sealed_planks, Sealed Planks
embers:wrapped_sealed_planks, Reinforced Sealed Planks
embers:vacuum, Item Vacuum
embers:breaker, Automatic Breaker
embers:ember_injector, Ember Injector
embers:boiler, Pressure Refinery
embers:reactor, Ignem Reactor
embers:combustor, Combustion Chamber
embers:catalyzer, Catalysis Chamber
embers:field_chart, Field Chart
embers:ember_pulser, Ember Ejector
embers:inferno_forge, Inferno Forge
embers:caminite_lever, Caminite Lever
embers:creative_ember_source, Creative Ember Source
embers:mechanical_pump, Mechanical Pump
embers:catalytic_plug, Catalytic Plug
embers:ember_funnel, Ember Funnel
embers:mini_boiler, Mini Boiler
embers:fluid_transfer, Fluid Transfer
embers:ember_siphon, Ember Siphon
embers:stirling, Wildfire Stirling
embers:clockwork_attenuator, Clockwork Attenuator
embers:seed_iron, Iron Crystal Seed
embers:seed_gold, Gold Crystal Seed
embers:seed_copper, Copper Crystal Seed
embers:seed_silver, Silver Crystal Seed
embers:seed_lead, Lead Crystal Seed
embers:seed_dawnstone, Dawnstone Crystal Seed
embers:stone_valve, Caminite Valve
embers:geo_separator, Geologic Separator
embers:block_aluminum, Aluminium Block
embers:ore_aluminum, Aluminium Ore
embers:seed_aluminum, Aluminium Crystal Seed
embers:block_bronze, Bronze Block
embers:block_electrum, Electrum Block
embers:block_nickel, Nickel Block
embers:ore_nickel, Nickel Ore
embers:seed_nickel, Nickel Crystal Seed
embers:block_tin, Tin Block
embers:ore_tin, Tin Ore
embers:seed_tin, Tin Crystal Seed
embers:explosion_pedestal, Explosion Charm Pedestal
mcjtylib_ng:multipart, tile.mcjtylib_ng.multipart.name
blockcraftery:editable_block, Framed Block
blockcraftery:editable_stairs, Framed Stairs
blockcraftery:editable_slab, Framed Slab
blockcraftery:editable_slant, Framed Slant
blockcraftery:editable_outer_corner, Framed Outer Corner
blockcraftery:editable_inner_corner, Framed Inner Corner
blockcraftery:editable_wall, Framed Wall
blockcraftery:editable_fence, Framed Fence
blockcraftery:editable_block_reinforced, Reinforced Framed Block
blockcraftery:editable_stairs_reinforced, Reinforced Framed Stairs
blockcraftery:editable_slab_reinforced, Reinforced Framed Slab
blockcraftery:editable_slant_reinforced, Reinforced Framed Slant
blockcraftery:editable_outer_corner_reinforced, Reinforced Framed Outer Corner
blockcraftery:editable_inner_corner_reinforced, Reinforced Framed Inner Corner
blockcraftery:editable_wall_reinforced, Reinforced Framed Wall
blockcraftery:editable_fence_reinforced, Reinforced Framed Fence
blockcraftery:editable_trap_door, Framed Trapdoor
blockcraftery:editable_trap_door_reinforced, Reinforced Framed Trapdoor
blockcraftery:editable_door, Framed Door
blockcraftery:editable_door_reinforced, Reinforced Framed Door
blockcraftery:editable_pressure_plate_all, Framed Pressure Plate (All)
blockcraftery:editable_pressure_plate_items, Framed Pressure Plate (Items)
blockcraftery:editable_pressure_plate_mobs, Framed Pressure Plate (Mobs)
blockcraftery:editable_pressure_plate_player, Framed Pressure Plate (Players)
blockcraftery:editable_pressure_plate_all_reinforced, Reinforced Framed Pressure Plate (All)
blockcraftery:editable_pressure_plate_items_reinforced, Reinforced Framed Pressure Plate (Items)
blockcraftery:editable_pressure_plate_mobs_reinforced, Reinforced Framed Pressure Plate (Mobs)
blockcraftery:editable_pressure_plate_player_reinforced, Reinforced Framed Pressure Plate (Players)
forestry:crated.forestry.peat.0, item.crated.forestry.peat.0.name
forestry:crated.forestry.apatite.0, item.crated.forestry.apatite.0.name
forestry:crated.forestry.fertilizer_compound.0, item.crated.forestry.fertilizer_compound.0.name
forestry:crated.forestry.mulch.0, item.crated.forestry.mulch.0.name
forestry:crated.forestry.phosphor.0, item.crated.forestry.phosphor.0.name
forestry:crated.forestry.ash.0, item.crated.forestry.ash.0.name
forestry:crated.ingottin, item.crated.ingotTin.name
forestry:crated.ingotcopper, item.crated.ingotCopper.name
forestry:crated.ingotbronze, item.crated.ingotBronze.name
forestry:crated.forestry.humus.0, item.crated.forestry.humus.0.name
forestry:crated.forestry.bog_earth.0, item.crated.forestry.bog_earth.0.name
forestry:crated.cropwheat, item.crated.cropWheat.name
forestry:crated.minecraft.cookie.0, item.crated.minecraft.cookie.0.name
forestry:crated.dustredstone, item.crated.dustRedstone.name
forestry:crated.minecraft.dye.4, item.crated.minecraft.dye.4.name
forestry:crated.sugarcane, item.crated.sugarcane.name
forestry:crated.minecraft.clay_ball.0, item.crated.minecraft.clay_ball.0.name
forestry:crated.dustglowstone, item.crated.dustGlowstone.name
forestry:crated.minecraft.apple.0, item.crated.minecraft.apple.0.name
forestry:crated.minecraft.nether_wart.0, item.crated.minecraft.nether_wart.0.name
forestry:crated.minecraft.coal.1, item.crated.minecraft.coal.1.name
forestry:crated.minecraft.coal.0, item.crated.minecraft.coal.0.name
forestry:crated.minecraft.wheat_seeds.0, item.crated.minecraft.wheat_seeds.0.name
forestry:crated.croppotato, item.crated.cropPotato.name
forestry:crated.cropcarrot, item.crated.cropCarrot.name
forestry:crated.minecraft.log.0, item.crated.minecraft.log.0.name
forestry:crated.minecraft.log.1, item.crated.minecraft.log.1.name
forestry:crated.minecraft.log.2, item.crated.minecraft.log.2.name
forestry:crated.minecraft.log.3, item.crated.minecraft.log.3.name
forestry:crated.minecraft.log2.0, item.crated.minecraft.log2.0.name
forestry:crated.minecraft.log2.1, item.crated.minecraft.log2.1.name
forestry:crated.cobblestone, item.crated.cobblestone.name
forestry:crated.dirt, item.crated.dirt.name
forestry:crated.minecraft.dirt.2, item.crated.minecraft.dirt.2.name
forestry:crated.stone, item.crated.stone.name
forestry:crated.stonegranite, item.crated.stoneGranite.name
forestry:crated.stonediorite, item.crated.stoneDiorite.name
